"Series;""Time"";""Value""",
"PM2.5;""2018-12-01T23:00:00+01:00"";14",608
"PM2.5;""2018-12-01T23:15:00+01:00"";14",522
"PM2.5;""2018-12-01T23:30:00+01:00"";14",415
"PM2.5;""2018-12-01T23:45:00+01:00"";14",279
"PM2.5;""2018-12-02T00:00:00+01:00"";14",138
"PM2.5;""2018-12-02T00:15:00+01:00"";13",991
"PM2.5;""2018-12-02T00:30:00+01:00"";13",839
"PM2.5;""2018-12-02T00:45:00+01:00"";13",671
"PM2.5;""2018-12-02T01:00:00+01:00"";13",493
"PM2.5;""2018-12-02T01:15:00+01:00"";13",317
"PM2.5;""2018-12-02T01:30:00+01:00"";13",132
"PM2.5;""2018-12-02T01:45:00+01:00"";12",931
"PM2.5;""2018-12-02T02:00:00+01:00"";12",722
"PM2.5;""2018-12-02T02:15:00+01:00"";12",512
"PM2.5;""2018-12-02T02:30:00+01:00"";12",324
"PM2.5;""2018-12-02T02:45:00+01:00"";12",117
"PM2.5;""2018-12-02T03:00:00+01:00"";11",91
"PM2.5;""2018-12-02T03:15:00+01:00"";11",703
"PM2.5;""2018-12-02T03:30:00+01:00"";11",499
"PM2.5;""2018-12-02T03:45:00+01:00"";11",284
"PM2.5;""2018-12-02T04:00:00+01:00"";11",74
"PM2.5;""2018-12-02T04:15:00+01:00"";10",872
"PM2.5;""2018-12-02T04:30:00+01:00"";10",674
"PM2.5;""2018-12-02T04:45:00+01:00"";10",462
"PM2.5;""2018-12-02T05:00:00+01:00"";10",254
"PM2.5;""2018-12-02T05:15:00+01:00"";10",64
"PM2.5;""2018-12-02T05:30:00+01:00"";9",864
"PM2.5;""2018-12-02T05:45:00+01:00"";9",663
"PM2.5;""2018-12-02T06:00:00+01:00"";9",472
"PM2.5;""2018-12-02T06:15:00+01:00"";9",295
"PM2.5;""2018-12-02T06:30:00+01:00"";9",122
"PM2.5;""2018-12-02T06:45:00+01:00"";8",953
"PM2.5;""2018-12-02T07:00:00+01:00"";8",795
"PM2.5;""2018-12-02T07:15:00+01:00"";8",612
"PM2.5;""2018-12-02T07:30:00+01:00"";8",43
"PM2.5;""2018-12-02T07:45:00+01:00"";8",273
"PM2.5;""2018-12-02T08:00:00+01:00"";8",106
"PM2.5;""2018-12-02T08:15:00+01:00"";7",961
"PM2.5;""2018-12-02T08:30:00+01:00"";7",824
"PM2.5;""2018-12-02T08:45:00+01:00"";7",692
"PM2.5;""2018-12-02T09:00:00+01:00"";7",561
"PM2.5;""2018-12-02T09:15:00+01:00"";7",408
"PM2.5;""2018-12-02T09:30:00+01:00"";7",257
"PM2.5;""2018-12-02T09:45:00+01:00"";7",136
"PM2.5;""2018-12-02T10:00:00+01:00"";7",31
"PM2.5;""2018-12-02T10:15:00+01:00"";6",931
"PM2.5;""2018-12-02T10:30:00+01:00"";6",828
"PM2.5;""2018-12-02T10:45:00+01:00"";6",699
"PM2.5;""2018-12-02T11:00:00+01:00"";6",588
"PM2.5;""2018-12-02T11:15:00+01:00"";6",505
"PM2.5;""2018-12-02T11:30:00+01:00"";6",43
"PM2.5;""2018-12-02T11:45:00+01:00"";6",359
"PM2.5;""2018-12-02T12:00:00+01:00"";6",3
"PM2.5;""2018-12-02T12:15:00+01:00"";6",218
"PM2.5;""2018-12-02T12:30:00+01:00"";6",154
"PM2.5;""2018-12-02T12:45:00+01:00"";6",119
"PM2.5;""2018-12-02T13:00:00+01:00"";6",79
"PM2.5;""2018-12-02T13:15:00+01:00"";6",35
"PM2.5;""2018-12-02T13:30:00+01:00"";5",989
"PM2.5;""2018-12-02T13:45:00+01:00"";5",932
"PM2.5;""2018-12-02T14:00:00+01:00"";5",878
"PM2.5;""2018-12-02T14:15:00+01:00"";5",806
"PM2.5;""2018-12-02T14:30:00+01:00"";5",741
"PM2.5;""2018-12-02T14:45:00+01:00"";5",666
"PM2.5;""2018-12-02T15:00:00+01:00"";5",612
"PM2.5;""2018-12-02T15:15:00+01:00"";5",571
"PM2.5;""2018-12-02T15:30:00+01:00"";5",526
"PM2.5;""2018-12-02T15:45:00+01:00"";5",466
"PM2.5;""2018-12-02T16:00:00+01:00"";5",421
"PM2.5;""2018-12-02T16:15:00+01:00"";5",345
"PM2.5;""2018-12-02T16:30:00+01:00"";5",27
"PM2.5;""2018-12-02T16:45:00+01:00"";5",236
"PM2.5;""2018-12-02T17:00:00+01:00"";5",152
"PM2.5;""2018-12-02T17:15:00+01:00"";5",63
"PM2.5;""2018-12-02T17:30:00+01:00"";4",986
"PM2.5;""2018-12-02T17:45:00+01:00"";4",93
"PM2.5;""2018-12-02T18:00:00+01:00"";4",932
"PM2.5;""2018-12-02T18:15:00+01:00"";4",881
"PM2.5;""2018-12-02T18:30:00+01:00"";4",83
"PM2.5;""2018-12-02T18:45:00+01:00"";4",827
"PM2.5;""2018-12-02T19:00:00+01:00"";4",817
"PM2.5;""2018-12-02T19:15:00+01:00"";4",794
"PM2.5;""2018-12-02T19:30:00+01:00"";4",79
"PM2.5;""2018-12-02T19:45:00+01:00"";4",798
"PM2.5;""2018-12-02T20:00:00+01:00"";4",809
"PM2.5;""2018-12-02T20:15:00+01:00"";4",813
"PM2.5;""2018-12-02T20:30:00+01:00"";4",825
"PM2.5;""2018-12-02T20:45:00+01:00"";4",863
"PM2.5;""2018-12-02T21:00:00+01:00"";4",892
"PM2.5;""2018-12-02T21:15:00+01:00"";4",927
"PM2.5;""2018-12-02T21:30:00+01:00"";4",952
"PM2.5;""2018-12-02T21:45:00+01:00"";4",973
"PM2.5;""2018-12-02T22:00:00+01:00"";4",992
"PM2.5;""2018-12-02T22:15:00+01:00"";5",1
"PM2.5;""2018-12-02T22:30:00+01:00"";5",15
"PM2.5;""2018-12-02T22:45:00+01:00"";5",1
"PM2.5;""2018-12-02T23:00:00+01:00"";5",
"PM2.5;""2018-12-02T23:15:00+01:00"";4",982
"PM2.5;""2018-12-02T23:30:00+01:00"";4",981
"PM2.5;""2018-12-02T23:45:00+01:00"";4",987
"PM2.5;""2018-12-03T00:00:00+01:00"";4",992
"PM2.5;""2018-12-03T00:15:00+01:00"";4",998
"PM2.5;""2018-12-03T00:30:00+01:00"";5",19
"PM2.5;""2018-12-03T00:45:00+01:00"";5",41
"PM2.5;""2018-12-03T01:00:00+01:00"";5",46
"PM2.5;""2018-12-03T01:15:00+01:00"";5",34
"PM2.5;""2018-12-03T01:30:00+01:00"";5",14
"PM2.5;""2018-12-03T01:45:00+01:00"";4",994
"PM2.5;""2018-12-03T02:00:00+01:00"";4",975
"PM2.5;""2018-12-03T02:15:00+01:00"";4",953
"PM2.5;""2018-12-03T02:30:00+01:00"";4",913
"PM2.5;""2018-12-03T02:45:00+01:00"";4",89
"PM2.5;""2018-12-03T03:00:00+01:00"";4",867
"PM2.5;""2018-12-03T03:15:00+01:00"";4",843
"PM2.5;""2018-12-03T03:30:00+01:00"";4",816
"PM2.5;""2018-12-03T03:45:00+01:00"";4",787
"PM2.5;""2018-12-03T04:00:00+01:00"";4",761
"PM2.5;""2018-12-03T04:15:00+01:00"";4",736
"PM2.5;""2018-12-03T04:30:00+01:00"";4",719
"PM2.5;""2018-12-03T04:45:00+01:00"";4",704
"PM2.5;""2018-12-03T05:00:00+01:00"";4",692
"PM2.5;""2018-12-03T05:15:00+01:00"";4",681
"PM2.5;""2018-12-03T05:30:00+01:00"";4",669
"PM2.5;""2018-12-03T05:45:00+01:00"";4",655
"PM2.5;""2018-12-03T06:00:00+01:00"";4",637
"PM2.5;""2018-12-03T06:15:00+01:00"";4",621
"PM2.5;""2018-12-03T06:30:00+01:00"";4",862
"PM2.5;""2018-12-03T06:45:00+01:00"";4",897
"PM2.5;""2018-12-03T07:00:00+01:00"";4",906
"PM2.5;""2018-12-03T07:15:00+01:00"";4",89
"PM2.5;""2018-12-03T07:30:00+01:00"";4",876
"PM2.5;""2018-12-03T07:45:00+01:00"";4",86
"PM2.5;""2018-12-03T08:00:00+01:00"";4",863
"PM2.5;""2018-12-03T08:15:00+01:00"";4",851
"PM2.5;""2018-12-03T08:30:00+01:00"";4",84
"PM2.5;""2018-12-03T08:45:00+01:00"";4",816
"PM2.5;""2018-12-03T09:00:00+01:00"";4",796
"PM2.5;""2018-12-03T09:15:00+01:00"";4",771
"PM2.5;""2018-12-03T09:30:00+01:00"";4",765
"PM2.5;""2018-12-03T09:45:00+01:00"";4",758
"PM2.5;""2018-12-03T10:00:00+01:00"";4",729
"PM2.5;""2018-12-03T10:15:00+01:00"";4",691
"PM2.5;""2018-12-03T10:30:00+01:00"";4",663
"PM2.5;""2018-12-03T10:45:00+01:00"";4",636
"PM2.5;""2018-12-03T11:00:00+01:00"";4",62
"PM2.5;""2018-12-03T11:15:00+01:00"";4",591
"PM2.5;""2018-12-03T11:30:00+01:00"";4",559
"PM2.5;""2018-12-03T11:45:00+01:00"";4",517
"PM2.5;""2018-12-03T12:00:00+01:00"";4",469
"PM2.5;""2018-12-03T12:15:00+01:00"";4",423
"PM2.5;""2018-12-03T12:30:00+01:00"";4",375
"PM2.5;""2018-12-03T12:45:00+01:00"";4",343
"PM2.5;""2018-12-03T13:00:00+01:00"";4",312
"PM2.5;""2018-12-03T13:15:00+01:00"";4",268
"PM2.5;""2018-12-03T13:30:00+01:00"";4",241
"PM2.5;""2018-12-03T13:45:00+01:00"";4",222
"PM2.5;""2018-12-03T14:00:00+01:00"";4",199
"PM2.5;""2018-12-03T14:15:00+01:00"";4",178
"PM2.5;""2018-12-03T14:30:00+01:00"";4",164
"PM2.5;""2018-12-03T14:45:00+01:00"";4",126
"PM2.5;""2018-12-03T15:00:00+01:00"";4",9
"PM2.5;""2018-12-03T15:15:00+01:00"";4",45
"PM2.5;""2018-12-03T15:30:00+01:00"";4",5
"PM2.5;""2018-12-03T15:45:00+01:00"";3",977
"PM2.5;""2018-12-03T16:00:00+01:00"";3",924
"PM2.5;""2018-12-03T16:15:00+01:00"";3",901
"PM2.5;""2018-12-03T16:30:00+01:00"";3",865
"PM2.5;""2018-12-03T16:45:00+01:00"";3",779
"PM2.5;""2018-12-03T17:00:00+01:00"";3",742
"PM2.5;""2018-12-03T17:15:00+01:00"";3",714
"PM2.5;""2018-12-03T17:30:00+01:00"";3",686
"PM2.5;""2018-12-03T17:45:00+01:00"";3",653
"PM2.5;""2018-12-03T18:00:00+01:00"";3",575
"PM2.5;""2018-12-03T18:15:00+01:00"";3",547
"PM2.5;""2018-12-03T18:30:00+01:00"";3",501
"PM2.5;""2018-12-03T18:45:00+01:00"";3",434
"PM2.5;""2018-12-03T19:00:00+01:00"";3",386
"PM2.5;""2018-12-03T19:15:00+01:00"";3",342
"PM2.5;""2018-12-03T19:30:00+01:00"";3",282
"PM2.5;""2018-12-03T19:45:00+01:00"";3",186
"PM2.5;""2018-12-03T20:00:00+01:00"";3",105
"PM2.5;""2018-12-03T20:15:00+01:00"";3",44
"PM2.5;""2018-12-03T20:30:00+01:00"";2",973
"PM2.5;""2018-12-03T20:45:00+01:00"";2",875
"PM2.5;""2018-12-03T21:00:00+01:00"";2",788
"PM2.5;""2018-12-03T21:15:00+01:00"";2",69
"PM2.5;""2018-12-03T21:30:00+01:00"";2",594
"PM2.5;""2018-12-03T21:45:00+01:00"";2",506
"PM2.5;""2018-12-03T22:00:00+01:00"";2",423
"PM2.5;""2018-12-03T22:15:00+01:00"";2",349
"PM2.5;""2018-12-03T22:30:00+01:00"";2",296
"PM2.5;""2018-12-03T22:45:00+01:00"";2",257
"PM2.5;""2018-12-03T23:00:00+01:00"";2",226
"PM2.5;""2018-12-03T23:15:00+01:00"";2",208
"PM2.5;""2018-12-03T23:30:00+01:00"";2",177
"PM2.5;""2018-12-03T23:45:00+01:00"";2",142
"PM2.5;""2018-12-04T00:00:00+01:00"";2",111
"PM2.5;""2018-12-04T00:15:00+01:00"";2",76
"PM2.5;""2018-12-04T00:30:00+01:00"";2",31
"PM2.5;""2018-12-04T00:45:00+01:00"";1",985
"PM2.5;""2018-12-04T01:00:00+01:00"";1",95
"PM2.5;""2018-12-04T01:15:00+01:00"";1",929
"PM2.5;""2018-12-04T01:30:00+01:00"";1",92
"PM2.5;""2018-12-04T01:45:00+01:00"";1",912
"PM2.5;""2018-12-04T02:00:00+01:00"";1",907
"PM2.5;""2018-12-04T02:15:00+01:00"";1",906
"PM2.5;""2018-12-04T02:30:00+01:00"";1",904
"PM2.5;""2018-12-04T02:45:00+01:00"";1",907
"PM2.5;""2018-12-04T03:00:00+01:00"";1",908
"PM2.5;""2018-12-04T03:15:00+01:00"";1",907
"PM2.5;""2018-12-04T03:30:00+01:00"";1",905
"PM2.5;""2018-12-04T03:45:00+01:00"";1",903
"PM2.5;""2018-12-04T04:00:00+01:00"";1",9
"PM2.5;""2018-12-04T04:15:00+01:00"";1",897
"PM2.5;""2018-12-04T04:30:00+01:00"";1",896
"PM2.5;""2018-12-04T04:45:00+01:00"";1",895
"PM2.5;""2018-12-04T05:00:00+01:00"";1",895
"PM2.5;""2018-12-04T05:15:00+01:00"";1",894
"PM2.5;""2018-12-04T05:30:00+01:00"";1",893
"PM2.5;""2018-12-04T05:45:00+01:00"";1",893
"PM2.5;""2018-12-04T06:00:00+01:00"";1",895
"PM2.5;""2018-12-04T06:15:00+01:00"";1",926
"PM2.5;""2018-12-04T06:30:00+01:00"";1",685
"PM2.5;""2018-12-04T06:45:00+01:00"";1",634
"PM2.5;""2018-12-04T07:00:00+01:00"";1",61
"PM2.5;""2018-12-04T07:15:00+01:00"";1",618
"PM2.5;""2018-12-04T07:30:00+01:00"";1",617
"PM2.5;""2018-12-04T07:45:00+01:00"";1",625
"PM2.5;""2018-12-04T08:00:00+01:00"";1",625
"PM2.5;""2018-12-04T08:15:00+01:00"";1",623
"PM2.5;""2018-12-04T08:30:00+01:00"";1",609
"PM2.5;""2018-12-04T08:45:00+01:00"";1",609
"PM2.5;""2018-12-04T09:00:00+01:00"";1",607
"PM2.5;""2018-12-04T09:15:00+01:00"";1",598
"PM2.5;""2018-12-04T09:30:00+01:00"";1",571
"PM2.5;""2018-12-04T09:45:00+01:00"";1",547
"PM2.5;""2018-12-04T10:00:00+01:00"";1",543
"PM2.5;""2018-12-04T10:15:00+01:00"";1",54
"PM2.5;""2018-12-04T10:30:00+01:00"";1",539
"PM2.5;""2018-12-04T10:45:00+01:00"";1",533
"PM2.5;""2018-12-04T11:00:00+01:00"";1",517
"PM2.5;""2018-12-04T11:15:00+01:00"";1",516
"PM2.5;""2018-12-04T11:30:00+01:00"";1",523
"PM2.5;""2018-12-04T11:45:00+01:00"";1",547
"PM2.5;""2018-12-04T12:00:00+01:00"";1",549
"PM2.5;""2018-12-04T12:15:00+01:00"";1",556
"PM2.5;""2018-12-04T12:30:00+01:00"";1",583
"PM2.5;""2018-12-04T12:45:00+01:00"";1",582
"PM2.5;""2018-12-04T13:00:00+01:00"";1",584
"PM2.5;""2018-12-04T13:15:00+01:00"";1",586
"PM2.5;""2018-12-04T13:30:00+01:00"";1",591
"PM2.5;""2018-12-04T13:45:00+01:00"";1",604
"PM2.5;""2018-12-04T14:00:00+01:00"";1",612
"PM2.5;""2018-12-04T14:15:00+01:00"";1",618
"PM2.5;""2018-12-04T14:30:00+01:00"";1",613
"PM2.5;""2018-12-04T14:45:00+01:00"";1",613
"PM2.5;""2018-12-04T15:00:00+01:00"";1",613
"PM2.5;""2018-12-04T15:15:00+01:00"";1",638
"PM2.5;""2018-12-04T15:30:00+01:00"";1",673
"PM2.5;""2018-12-04T15:45:00+01:00"";1",676
"PM2.5;""2018-12-04T16:00:00+01:00"";1",68
"PM2.5;""2018-12-04T16:15:00+01:00"";1",692
"PM2.5;""2018-12-04T16:30:00+01:00"";1",693
"PM2.5;""2018-12-04T16:45:00+01:00"";1",696
"PM2.5;""2018-12-04T17:00:00+01:00"";1",745
"PM2.5;""2018-12-04T17:15:00+01:00"";1",753
"PM2.5;""2018-12-04T17:30:00+01:00"";1",744
"PM2.5;""2018-12-04T17:45:00+01:00"";1",737
"PM2.5;""2018-12-04T18:00:00+01:00"";1",719
"PM2.5;""2018-12-04T18:15:00+01:00"";1",71
"PM2.5;""2018-12-04T18:30:00+01:00"";1",7
"PM2.5;""2018-12-04T18:45:00+01:00"";1",694
"PM2.5;""2018-12-04T19:00:00+01:00"";1",688
"PM2.5;""2018-12-04T19:15:00+01:00"";1",699
"PM2.5;""2018-12-04T19:30:00+01:00"";1",708
"PM2.5;""2018-12-04T19:45:00+01:00"";1",741
"PM2.5;""2018-12-04T20:00:00+01:00"";1",775
"PM2.5;""2018-12-04T20:15:00+01:00"";1",798
"PM2.5;""2018-12-04T20:30:00+01:00"";1",812
"PM2.5;""2018-12-04T20:45:00+01:00"";1",827
"PM2.5;""2018-12-04T21:00:00+01:00"";1",848
"PM2.5;""2018-12-04T21:15:00+01:00"";1",879
"PM2.5;""2018-12-04T21:30:00+01:00"";1",932
"PM2.5;""2018-12-04T21:45:00+01:00"";2",53
"PM2.5;""2018-12-04T22:00:00+01:00"";2",91
"PM2.5;""2018-12-04T22:15:00+01:00"";2",157
"PM2.5;""2018-12-04T22:30:00+01:00"";2",243
"PM2.5;""2018-12-04T22:45:00+01:00"";2",363
"PM2.5;""2018-12-04T23:00:00+01:00"";2",477
"PM2.5;""2018-12-04T23:15:00+01:00"";2",614
"PM2.5;""2018-12-04T23:30:00+01:00"";2",756
"PM2.5;""2018-12-04T23:45:00+01:00"";2",884
"PM2.5;""2018-12-05T00:00:00+01:00"";3",8
"PM2.5;""2018-12-05T00:15:00+01:00"";3",151
"PM2.5;""2018-12-05T00:30:00+01:00"";3",293
"PM2.5;""2018-12-05T00:45:00+01:00"";3",429
"PM2.5;""2018-12-05T01:00:00+01:00"";3",571
"PM2.5;""2018-12-05T01:15:00+01:00"";3",731
"PM2.5;""2018-12-05T01:30:00+01:00"";3",905
"PM2.5;""2018-12-05T01:45:00+01:00"";4",83
"PM2.5;""2018-12-05T02:00:00+01:00"";4",271
"PM2.5;""2018-12-05T02:15:00+01:00"";4",46
"PM2.5;""2018-12-05T02:30:00+01:00"";4",669
"PM2.5;""2018-12-05T02:45:00+01:00"";4",859
"PM2.5;""2018-12-05T03:00:00+01:00"";5",39
"PM2.5;""2018-12-05T03:15:00+01:00"";5",213
"PM2.5;""2018-12-05T03:30:00+01:00"";5",395
"PM2.5;""2018-12-05T03:45:00+01:00"";5",576
"PM2.5;""2018-12-05T04:00:00+01:00"";5",769
"PM2.5;""2018-12-05T04:15:00+01:00"";5",986
"PM2.5;""2018-12-05T04:30:00+01:00"";6",231
"PM2.5;""2018-12-05T04:45:00+01:00"";6",469
"PM2.5;""2018-12-05T05:00:00+01:00"";6",711
"PM2.5;""2018-12-05T05:15:00+01:00"";6",953
"PM2.5;""2018-12-05T05:30:00+01:00"";7",191
"PM2.5;""2018-12-05T05:45:00+01:00"";7",442
"PM2.5;""2018-12-05T06:00:00+01:00"";7",698
"PM2.5;""2018-12-05T06:15:00+01:00"";7",934
"PM2.5;""2018-12-05T06:30:00+01:00"";8",175
"PM2.5;""2018-12-05T06:45:00+01:00"";8",423
"PM2.5;""2018-12-05T07:00:00+01:00"";8",682
"PM2.5;""2018-12-05T07:15:00+01:00"";8",93
"PM2.5;""2018-12-05T07:30:00+01:00"";9",18
"PM2.5;""2018-12-05T07:45:00+01:00"";9",404
"PM2.5;""2018-12-05T08:00:00+01:00"";9",615
"PM2.5;""2018-12-05T08:15:00+01:00"";9",836
"PM2.5;""2018-12-05T08:30:00+01:00"";10",76
"PM2.5;""2018-12-05T08:45:00+01:00"";10",298
"PM2.5;""2018-12-05T09:00:00+01:00"";10",542
"PM2.5;""2018-12-05T09:15:00+01:00"";10",795
"PM2.5;""2018-12-05T09:30:00+01:00"";11",52
"PM2.5;""2018-12-05T09:45:00+01:00"";11",299
"PM2.5;""2018-12-05T10:00:00+01:00"";11",568
"PM2.5;""2018-12-05T10:15:00+01:00"";11",831
"PM2.5;""2018-12-05T10:30:00+01:00"";12",99
"PM2.5;""2018-12-05T10:45:00+01:00"";12",389
"PM2.5;""2018-12-05T11:00:00+01:00"";12",71
"PM2.5;""2018-12-05T11:15:00+01:00"";12",972
"PM2.5;""2018-12-05T11:30:00+01:00"";13",232
"PM2.5;""2018-12-05T11:45:00+01:00"";13",508
"PM2.5;""2018-12-05T12:00:00+01:00"";13",797
"PM2.5;""2018-12-05T12:15:00+01:00"";14",62
"PM2.5;""2018-12-05T12:30:00+01:00"";14",307
"PM2.5;""2018-12-05T12:45:00+01:00"";14",575
"PM2.5;""2018-12-05T13:00:00+01:00"";14",874
"PM2.5;""2018-12-05T13:15:00+01:00"";15",166
"PM2.5;""2018-12-05T13:30:00+01:00"";15",462
"PM2.5;""2018-12-05T13:45:00+01:00"";15",746
"PM2.5;""2018-12-05T14:00:00+01:00"";16",31
"PM2.5;""2018-12-05T14:15:00+01:00"";16",304
"PM2.5;""2018-12-05T14:30:00+01:00"";16",561
"PM2.5;""2018-12-05T14:45:00+01:00"";16",807
"PM2.5;""2018-12-05T15:00:00+01:00"";17",41
"PM2.5;""2018-12-05T15:15:00+01:00"";17",217
"PM2.5;""2018-12-05T15:30:00+01:00"";17",377
"PM2.5;""2018-12-05T15:45:00+01:00"";17",563
"PM2.5;""2018-12-05T16:00:00+01:00"";17",748
"PM2.5;""2018-12-05T16:15:00+01:00"";17",918
"PM2.5;""2018-12-05T16:30:00+01:00"";18",85
"PM2.5;""2018-12-05T16:45:00+01:00"";18",26
"PM2.5;""2018-12-05T17:00:00+01:00"";18",367
"PM2.5;""2018-12-05T17:15:00+01:00"";18",521
"PM2.5;""2018-12-05T17:30:00+01:00"";18",683
"PM2.5;""2018-12-05T17:45:00+01:00"";18",851
"PM2.5;""2018-12-05T18:00:00+01:00"";19",35
"PM2.5;""2018-12-05T18:15:00+01:00"";19",229
"PM2.5;""2018-12-05T18:30:00+01:00"";19",415
"PM2.5;""2018-12-05T18:45:00+01:00"";19",604
"PM2.5;""2018-12-05T19:00:00+01:00"";19",792
"PM2.5;""2018-12-05T19:15:00+01:00"";19",966
"PM2.5;""2018-12-05T19:30:00+01:00"";20",15
"PM2.5;""2018-12-05T19:45:00+01:00"";20",324
"PM2.5;""2018-12-05T20:00:00+01:00"";20",525
"PM2.5;""2018-12-05T20:15:00+01:00"";20",732
"PM2.5;""2018-12-05T20:30:00+01:00"";20",94
"PM2.5;""2018-12-05T20:45:00+01:00"";21",142
"PM2.5;""2018-12-05T21:00:00+01:00"";21",37
"PM2.5;""2018-12-05T21:15:00+01:00"";21",584
"PM2.5;""2018-12-05T21:30:00+01:00"";21",801
"PM2.5;""2018-12-05T21:45:00+01:00"";21",988
"PM2.5;""2018-12-05T22:00:00+01:00"";22",207
"PM2.5;""2018-12-05T22:15:00+01:00"";22",381
"PM2.5;""2018-12-05T22:30:00+01:00"";22",536
"PM2.5;""2018-12-05T22:45:00+01:00"";22",655
"PM2.5;""2018-12-05T23:00:00+01:00"";22",79
"PM2.5;""2018-12-05T23:15:00+01:00"";22",869
"PM2.5;""2018-12-05T23:30:00+01:00"";22",951
"PM2.5;""2018-12-05T23:45:00+01:00"";23",62
"PM2.5;""2018-12-06T00:00:00+01:00"";23",189
"PM2.5;""2018-12-06T00:15:00+01:00"";23",299
"PM2.5;""2018-12-06T00:30:00+01:00"";23",396
"PM2.5;""2018-12-06T00:45:00+01:00"";23",493
"PM2.5;""2018-12-06T01:00:00+01:00"";23",582
"PM2.5;""2018-12-06T01:15:00+01:00"";23",641
"PM2.5;""2018-12-06T01:30:00+01:00"";23",682
"PM2.5;""2018-12-06T01:45:00+01:00"";23",725
"PM2.5;""2018-12-06T02:00:00+01:00"";23",767
"PM2.5;""2018-12-06T02:15:00+01:00"";23",779
"PM2.5;""2018-12-06T02:30:00+01:00"";23",764
"PM2.5;""2018-12-06T02:45:00+01:00"";23",763
"PM2.5;""2018-12-06T03:00:00+01:00"";23",769
"PM2.5;""2018-12-06T03:15:00+01:00"";23",78
"PM2.5;""2018-12-06T03:30:00+01:00"";23",78
"PM2.5;""2018-12-06T03:45:00+01:00"";23",763
"PM2.5;""2018-12-06T04:00:00+01:00"";23",698
"PM2.5;""2018-12-06T04:15:00+01:00"";23",617
"PM2.5;""2018-12-06T04:30:00+01:00"";23",513
"PM2.5;""2018-12-06T04:45:00+01:00"";23",411
"PM2.5;""2018-12-06T05:00:00+01:00"";23",306
"PM2.5;""2018-12-06T05:15:00+01:00"";23",203
"PM2.5;""2018-12-06T05:30:00+01:00"";23",99
"PM2.5;""2018-12-06T05:45:00+01:00"";22",976
"PM2.5;""2018-12-06T06:00:00+01:00"";22",911
"PM2.5;""2018-12-06T06:15:00+01:00"";22",776
"PM2.5;""2018-12-06T06:30:00+01:00"";22",651
"PM2.5;""2018-12-06T06:45:00+01:00"";22",535
"PM2.5;""2018-12-06T07:00:00+01:00"";22",397
"PM2.5;""2018-12-06T07:15:00+01:00"";22",268
"PM2.5;""2018-12-06T07:30:00+01:00"";22",132
"PM2.5;""2018-12-06T07:45:00+01:00"";22",9
"PM2.5;""2018-12-06T08:00:00+01:00"";21",886
"PM2.5;""2018-12-06T08:15:00+01:00"";21",763
"PM2.5;""2018-12-06T08:30:00+01:00"";21",622
"PM2.5;""2018-12-06T08:45:00+01:00"";21",507
"PM2.5;""2018-12-06T09:00:00+01:00"";21",378
"PM2.5;""2018-12-06T09:15:00+01:00"";21",248
"PM2.5;""2018-12-06T09:30:00+01:00"";21",107
"PM2.5;""2018-12-06T09:45:00+01:00"";20",962
"PM2.5;""2018-12-06T10:00:00+01:00"";20",795
"PM2.5;""2018-12-06T10:15:00+01:00"";20",649
"PM2.5;""2018-12-06T10:30:00+01:00"";20",613
"PM2.5;""2018-12-06T10:45:00+01:00"";20",472
"PM2.5;""2018-12-06T11:00:00+01:00"";20",275
"PM2.5;""2018-12-06T11:15:00+01:00"";20",126
"PM2.5;""2018-12-06T11:30:00+01:00"";19",975
"PM2.5;""2018-12-06T11:45:00+01:00"";19",788
"PM2.5;""2018-12-06T12:00:00+01:00"";19",613
"PM2.5;""2018-12-06T12:15:00+01:00"";19",465
"PM2.5;""2018-12-06T12:30:00+01:00"";19",27
"PM2.5;""2018-12-06T12:45:00+01:00"";19",6
"PM2.5;""2018-12-06T13:00:00+01:00"";18",855
"PM2.5;""2018-12-06T13:15:00+01:00"";18",624
"PM2.5;""2018-12-06T13:30:00+01:00"";18",349
"PM2.5;""2018-12-06T13:45:00+01:00"";18",71
"PM2.5;""2018-12-06T14:00:00+01:00"";17",791
"PM2.5;""2018-12-06T14:15:00+01:00"";17",525
"PM2.5;""2018-12-06T14:30:00+01:00"";17",281
"PM2.5;""2018-12-06T14:45:00+01:00"";17",69
